incident_id,date,description,city,state,location,attack_type,ideology,subideology,group,location_type,israel_zionism_related,predicted_category,terms_detected,source,processed_date
69223,2024-02-03,"At an anti-Israel rally organized by Jewish Voice for Peace, Al Hadaf and Free Palestine Kansas City, protesters displayed signs that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",Kansas City,MO,"Kansas City, MO",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69224,2024-02-03,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs that read: ""Resistance against occupation is a human right,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023 terrorist attack.",Lewiston,ME,"Lewiston, ME",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69225,2024-02-03,"At an anti-Israel rally organized by Jewish Voice for Peace and the Palestinian Youth Movement, protesters chanted, ""Long live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community. Protesters also held signs that read: ""Resistance is justified when people are occupied,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023 terrorist attack.",Richmond,CA,"Richmond, CA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
69252,2024-02-03,"At an anti-Israel rally organized by Memphis Voice for Palestine, protesters chanted, ""Hey hey, ho ho; Zionism has got to go"" and ""There is only one solution; intifada, revolution,"" a slogan commonly used as a call for violence against Israel and the Jewish community. A protester also held a flag depicting Abu Obaida, spokesperson for the Izz ad-Din al-Qassam Brigades (the military wing of the antisemitic U.S.-designated terror group Hamas).",Memphis,TN,"Memphis, TN",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
70632,2024-02-03,A mezuzah was ripped from the doorframe of an apartment.,Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
71222,2024-02-03,"A student at Smith College said to other students that if one is a ""Zionist"" they are a ""bad person.""",Northampton,MA,"Northampton, MA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
72210,2024-02-03,"At an anti-Israel rally organized by Students for Justice in Palestine, the Democratic Socialists of America, Cincinnati Socialists and Covington for Ceasefire, protesters displayed signs with messages that read: ""Zionism is just colonialism"" and ""Zionism is genocide.""",Covington,KY,"Covington, KY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72211,2024-02-03,"At an anti-Israel rally organized by Students for Justice in Palestine at Kalamazoo College, protesters displayed signs with messages that included: ""Glory to our martyrs"" and imagery that included an inverted red triangle, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets.",Kalamazoo,MI,"Kalamazoo, MI",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
72212,2024-02-03,"At an anti-Israel protest, protesters held signs with messages that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state and ""Decolonize everything.""",Marquette,MI,"Marquette, MI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
63932,2024-02-02,"A swastika was painted over a sign that read: ""#StopArmingIsrael.""",Washington,DC,"Washington, DC",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
63960,2024-02-02,"Individuals associated with the antisemitic Goyim Defense League distributed fliers in a residential area that read: ""Every single aspect of the Jewish Talmud is Satanic.""",Wausau,WI,"Wausau, WI",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Home/Housing,,Antisemitism,,refined,2025-12-16
63962,2024-02-02,"Jewish students eating Shabbat dinner at the Ohio State, University Hillel were interrupted when other students allegedly began banging on the windows and shouted, ""Free Palestine.""",Columbus,OH,"Columbus, OH",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
63965,2024-02-02,A Jewish Columbia University student was shoved and chased by a group of anti-Israel protesters who noticed the student's Israeli flag shirt.,Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Assault,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
63983,2024-02-02,"Two individuals approached a synagogue, began taking photos and made anti-Israel comments when approached by security personnel.",San Luis Obispo,CA,"San Luis Obispo, CA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
64008,2024-02-02,Individuals associated with the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,Ann Arbor,MI,"Ann Arbor, MI",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
64037,2024-02-02,"An individual in a passing car yelled, ""Free Palestine, you stupid bitches"" at a visibly Jewish family.",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
64044,2024-02-02,Loyola University's Hillel was vandalized with a swastika.,Chicago,IL,"Chicago, IL",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
64078,2024-02-02,"A truck displayed electronic messages near Columbia University that read: ""Israel is the new Nazi Germany"" and ""Daily Reminder: Israel Steals Palestinian Organs.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
64112,2024-02-02,"A middle school student said, ""Shut up, Jew"" to a Jewish classmate.",Rutherford,NJ,"Rutherford, NJ",Antisemitic Incident: Harassment,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
64122,2024-02-02,"A student on a playground repeatedly yelled, ""I hate Jews!""",Montclair,NJ,"Montclair, NJ",Antisemitic Incident: Harassment,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
64128,2024-02-02,"An individual displayed a sign on their yard that read: ""CA Senate candidate Adam Schiff, a Jew is anti-American.""",Napa,CA,"Napa, CA",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
64150,2024-02-02,"Swastikas and other antisemitic graffiti, including the phrase ""Zionists the backbone of Nazis,"" were found on the campus of the University of Rochester.",Rochester,NY,"Rochester, NY",Antisemitic Incident: Vandalism,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
64151,2024-02-02,"Art galleries were vandalized with messages including: ""Intifada,"" ""Zionism is Terrorism,"" ""Zionism is White Supremacy,"" ""Zionism is Colonialism"" and ""Stop Selling to Zionists, Stop Working with Zionists.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
64194,2024-02-02,"An individual at a senior living facility yelled antisemitic slurs at a Jewish resident, including, ""Die kike"" and ""Jew bastard.""",Silver Spring,MD,"Silver Spring, MD",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
64768,2024-02-02,A Jewish organization received an email from an individual espousing belief in the antisemitic conspiracy theory that police are helping to cover up tunnels found beneath an Orthodox synagogue.,Pittsburgh,PA,"Pittsburgh, PA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
64797,2024-02-02,"Middle school student said ""Heil Hitler"" to a Jewish classmate.",Richmond,VA,"Richmond, VA",Antisemitic Incident: Harassment,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
65015,2024-02-02,"At an anti-Israel rally organized by Jewish Voice for Peace, Students for Justice in Palestine and the Columbia University Apartheid Divest at Barnard College, protesters held signs with messages that included: ""Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65016,2024-02-02,"At an anti-Israel rally organized by Students for Justice in Palestine at Rutgers University, protesters held signs with messages that included: ""Zionism kills; Rutgers endorses"" and ""Resistance is justified when people are colonized,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",New Brunswick,NJ,"New Brunswick, NJ",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65017,2024-02-02,"At an anti-Israel rally organized by Within Our Lifetime, Students for Justice in Palestine, Jewish Voice for Peace and Healthcare Workers for Palestine at Columbia University, protesters displayed signs with messages that included: ""Victory to the Palestinian Resistance,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65018,2024-02-02,"At an anti-Israel rally organized by the Palestine Solidarity Caucus and the Brown Divest Coalition at Brown University, protesters chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state.",Providence,RI,"Providence, RI",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65019,2024-02-02,"At an anti-Israel protest organized by the Cornell Coalition for Mutual Liberation at Cornell University, a speaker said, ""We take our cue from the armed resistance in Palestine. We are in solidarity with the armed resistance in Palestine from the river to the sea.""",Ithaca,NY,"Ithaca, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
66551,2024-02-02,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""America first,"" ""Strong families, strong nations,"" ""For the nation, against the state"" and ""To ourselves and our posterity.""",Chesapeake,VA,"Chesapeake, VA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66673,2024-02-02,"At an anti-Israel rally organized by the Party for Socialism and Liberation and Healthcare Workers for Palestine, protesters displayed signs from the ANSWER Coalition that read: ""Resistance =/= Terrorism"" and ""[Israeli flag] = [Swastika flag],"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Portland,ME,"Portland, ME",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66674,2024-02-02,"An individual tore down fliers raising awareness of Israeli hostages taken by Hamas on October 7, 2023.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69200,2024-02-02,"At an anti-Israel rally organized by the Palestinian Youth Movement, the International Jewish Anti-Zionist Network and Bay Area Palestine Solidarity, protesters displayed signs that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",San Francisco,CA,"San Francisco, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69253,2024-02-02,"At an anti-Israel rally organized by Students for a Democratic Society, the Freedom Road Socialist Organization and the Anti-War Committee, a speaker expressed support for the antisemitic U.S.-designated terror groups Hamas and the Houthis and said, ""Justice won't come from the hands of the current international legal bodies...True justice will come from the Yemeni resistance that is taking back the Red Sea. True justice will come from the Palestinian Resistance that is showing the world the real way to treat the oppressor.""",Oak Creek,WI,"Oak Creek, WI",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
